order_id,customer_id,order_date,product_id,product_name,category,price,quantity,discount,payment_method,region,channel,record_status
ORD000280,C0214,2026-07-25,E002,마우스,전자기기,29000,3,0.05,카카오페이,경기,Web,verified
ORD000281,C0074,2026-07-14,F001,원두,식품,18000,2,0.0,카카오페이,서울,Web,verified
ORD000282,C0032,2026-07-10,S003,형광펜,문구,3200,3,0.0,카카오페이,서울,App,verified
ORD000283,C0202,2026-07-20,A001,티셔츠,패션,29000,4,0.1,카카오페이,서울,App,verified
ORD000284,C0094,2026-07-01,L001,텀블러,생활,22000,6,0.2,카드,광주,App,verified
ORD000285,C0242,2026-07-22,A005,스니커즈,패션,119000,1,0.1,카카오페이,서울,App,verified
ORD000286,C0076,2026-07-11,F002,티 세트,식품,12000,3,0.1,카드,대전,App,verified
ORD000287,C0128,2026-07-07,L005,쿠션,생활,35000,2,0.0,카드,서울,App,verified
ORD000288,C0290,2026-07-08,S002,펜,문구,1800,6,0.0,네이버페이,서울,App,verified
ORD000289,C0161,2026-07-03,L006,머그컵,생활,14000,1,0.05,네이버페이,대전,Web,verified
ORD000290,C0296,2026-07-01,E002,마우스,전자기기,29000,3,0.0,카드,대전,App,verified
ORD000291,C0234,2026-07-26,L001,텀블러,생활,22000,1,0.0,카드,경기,Web,verified
ORD000292,C0222,2026-07-24,S004,플래너,문구,12000,7,0.05,카카오페이,서울,Web,verified
ORD000293,C0293,2026-07-13,E003,모니터,전자기기,239000,3,,계좌이체,경기,Web,verified
ORD000294,C0160,2026-07-10,S003,형광펜,문구,3200,3,0.0,카드,부산,Web,verified
ORD000295,C0225,2026-07-02,S001,노트,문구,4500,1,0.05,네이버페이,경기,App,verified
ORD000296,C0027,2026-07-18,F004,그래놀라,식품,11000,1,0.0,카카오페이,경기,Web,verified
ORD000297,C0204,2026-07-03,L001,텀블러,생활,22000,4,0.0,카카오페이,서울,App,verified
ORD000298,C0235,2026-07-27,E002,마우스,전자기기,29000,3,0.0,네이버페이,경기,Web,verified
ORD000299,C0218,2026-07-14,F001,원두,식품,18000,2,0.0,카드,서울,Web,verified
ORD000300,C0295,2026-07-27,E001,키보드,전자기기,49000,2,0.05,카카오페이,경기,App,verified
ORD000301,C0071,2026-07-20,F006,견과류,식품,13000,1,0.05,기타,부산,Web,verified
ORD000302,C0089,2026-07-21,F003,스낵 세트,식품,15000,3,0.0,네이버페이,대구,Web,verified
ORD000303,C0095,2026-07-19,L001,텀블러,생활,22000,4,0.0,카드,경기,Web,verified
ORD000304,C0287,2026-07-06,L003,정리함,생활,19000,9,0.15,카드,대전,Web,verified
ORD000305,C0085,2026-07-28,L003,정리함,생활,19000,4,,카드,서울,App,verified
ORD000306,C0071,2026-07-20,S002,펜,문구,1800,6,0.0,카드,부산,App,verified
ORD000307,C0120,2026-07-15,F002,티 세트,식품,12000,3,0.1,카카오페이,서울,App,verified
ORD000308,C0234,2026-07-15,A006,재킷,패션,149000,1,0.2,카드,경기,App,verified
ORD000309,C0084,2026-07-03,S004,플래너,문구,12000,7,0.0,카카오페이, 경기 ,Web,verified
ORD000310,C0231,2026-07-17,L002,데스크 램프,생활,39000,2,0.0,카드,경기,Web,verified
ORD000311,C0281,2026-07-18,S006,메모지,문구,2500,4,0.0,카카오페이,광주,Web,verified
ORD000312,C0065,2026-07-17,F002,티 세트,식품,12000,3,0.1,계좌이체,경기,Web,verified
ORD000313,C0013,2026-07-05,E002,마우스,전자기기,29000,3,0.0,카카오페이,광주,App,verified
ORD000314,C0152,2026-07-02,F006,견과류,식품,13000,3,0.1,카드,서울,App,verified
ORD000315,C0251,2026-07-27,E002,마우스,전자기기,29000,3,0.0,계좌이체,서울,Web,verified
ORD000316,C0096,2026-07-25,L003,정리함,생활,19000,3,0.0,카드,부산,App,verified
ORD000317,C0286,2026-07-16,S002,펜,문구,1800,3,0.05,카드,서울,Web,verified
ORD000318,C0139,2026-07-18,L004,디퓨저,생활,28000,2,0.15,카드,대구,App,verified
ORD000319,C0156,2026-07-09,S002,펜,문구,1800,6,0.0,카카오페이,서울,App,verified
ORD000320,C0287,2026-07-17,A001,티셔츠,패션,29000,4,0.1,계좌이체,서울,Web,verified
ORD000321,C0138,2026-07-21,F005,초콜릿,식품,8000,1,0.0,카드,서울,App,verified
ORD000322,C0220,2026-07-03,S003,형광펜,문구,3200,3,0.0,카드,경기,App,verified
ORD000323,C0140,2026-07-21,L001,텀블러,생활,22000,1,0.0,카드,대전,App,verified
ORD000324,C0298,2026-07-01,L006,머그컵,생활,14000,4,0.0,카드,부산,App,verified
ORD000325,C0285,2026-07-10,E004,웹캠,전자기기,89000,5,0.2,카드,경기,Web,verified
ORD000326,C0275,2026-07-09,S004,플래너,문구,12000,7,0.15,네이버페이,서울,App,verified
ORD000327,C0003,2026-07-14,S003,형광펜,문구,3200,3,0.0,계좌이체,대구  ,App,verified
ORD000328,C0083,2026-07-27,F001,원두,식품,18000,2,0.0,네이버페이,서울,App,verified
ORD000329,C0094,2026-07-18,E002,마우스,전자기기,29000,3,0.0,카드,경기,App,verified
ORD000330,C0183,2026-07-27,L006,머그컵,생활,14000,3,0.0,카드,서울,Web,verified
ORD000331,C0197,2026-07-03,F001,원두,식품,18000,2,0.0,카카오페이,부산,App,verified
ORD000332,C0027,2026-07-17,L004,디퓨저,생활,28000,2,0.15,카드,대전,App,verified
ORD000333,C0211,2026-07-20,E005,USB 허브,전자기기,39000,5,0.05,카드,광주,Web,verified
ORD000334,C0190,2026-07-23,E002,마우스,전자기기,29000,3,0.0,카카오페이,경기,Web,verified
ORD000335,C0294,2026-07-12,A004,토트백,패션,32000,1,0.05,카드,부산,App,verified
ORD000336,C0045,2026-07-21,F004,그래놀라,식품,11000,1,0.0,네이버페이,부산,App,verified
ORD000337,C0193,2026-07-28,E006,이어폰,전자기기,129000,1,0.0,카드,서울,App,verified
ORD000338,C0133,2026-07-31,F001,원두,식품,18000,2,0.0,카드,경기,Web,verified
ORD000339,C0278,2026-07-04,S002,펜,문구,1800,6,0.0,카카오페이,대전,App,verified
ORD000340,C0060,2026-07-21,L006,머그컵,생활,14000,3,0.0,기타,서울,App,verified
ORD000341,C0022,2026-07-15,L004,디퓨저,생활,28000,2,0.15,계좌이체,부산,Web,verified
ORD000342,C0263,2026-07-26,S001,노트,문구,4500,8,0.0,계좌이체,부산,App,verified
ORD000343,C0052,2026-07-05,A003,캡,패션,25000,1,0.0,카드,대전,Web,verified
ORD000344,C9001,2026-07-15,L002,데스크 램프,생활,39000,2,0.0,기타,서울,App,verified
ORD000345,C0154,2026-07-15,S002,펜,문구,1800,6,0.0,카드,서울,App,verified
ORD000346,C0025,2026-07-03,F003,스낵 세트,식품,15000,2,0.0,카드,서울,App,verified
ORD000347,C0086,2026-07-15,S005,바인더,문구,6500,4,0.0,카드,서울,App,verified
ORD000348,C0094,2026-07-26,S005,바인더,문구,6500,4,0.0,카드,서울,App,verified
ORD000349,C0052,2026-07-03,F003,스낵 세트,식품,15000,2,0.0,네이버페이,경기,App,verified
ORD000350,C0115,2026-07-29,S001,노트,문구,4500,1,0.0,네이버페이,서울,App,verified
ORD000351,C0260,2026-07-11,F001,원두,식품,18000,2,0.0,카드,서울,App,verified
ORD000352,C0264,2026-07-02,L001,텀블러,생활,22000,3,0.15,카카오페이,부산 ,App,verified
ORD000353,C0292,2026-07-10,E004,웹캠,전자기기,89000,5,0.0,카드,서울,Web,verified
ORD000354,C0248,2026-07-02,S003,형광펜,문구,3200,3,0.0,네이버페이,경기,App,verified
ORD000355,C0086,2026-07-10,F001,원두,식품,18000,2,0.0,카드,경기,Web,verified
ORD000356,C0237,2026-07-20,E005,USB 허브,전자기기,39000,5,0.05,카드,서울,App,verified
ORD000357,C0240,2026-07-06,L004,디퓨저,생활,28000,2,0.15,카드,서울,Web,verified
ORD000358,C0096,2026-07-26,F006,견과류,식품,13000,3,0.1,카드,경기,Web,verified
ORD000359,C0253,2026-07-21,L003,정리함,생활,19000,9,0.15,네이버페이,경기,App,verified
ORD000360,C0283,2026-07-02,F002,티 세트,식품,12000,3,0.1,카드,부산,Web,verified
ORD000361,C0276,2026-07-16,A004,토트백,패션,32000,1,0.05,카드,서울,Web,verified
ORD000362,C0050,2026-07-12,L002,데스크 램프,생활,39000,2,0.0,카드,서울,App,verified
ORD000363,C0284,2026-07-06,L003,정리함,생활,19000,6,0.05,카드,대전,Web,verified
ORD000364,C0035,2026-07-24,F004,그래놀라,식품,11000,4,0.2,기타,서울,Web,verified
ORD000365,C0025,2026-07-15,F001,원두,식품,18000,2,0.0,카카오페이,대전,App,verified
ORD000366,C0009,2026-07-01,L001,텀블러,생활,22000,1,0.15,카드,서울,App,verified
ORD000367,C0219,2026-07-09,E005,USB 허브,전자기기,39000,5,0.05,카드,대구,Web,verified
ORD000368,C0084,2026-07-19,A003,캡,패션,25000,1,0.0,카드,경기,Web,verified
ORD000369,C0109,2026-07-24,F006,견과류,식품,13000,3,0.1,계좌이체,서울,App,verified
ORD000370,C0131,2026-07-20,L005,쿠션,생활,35000,2,0.0,네이버페이,서울,App,verified
ORD000371,C0026,2026-07-01,F003,스낵 세트,식품,15000,3,0.0,네이버페이,대구,Web,verified
ORD000372,C0238,2026-07-18,S001,노트,문구,4500,1,0.0,네이버페이,대구,App,verified
ORD000373,C0074,2026-07-07,F004,그래놀라,식품,11000,1,0.15,카드,대구,Web,verified
ORD000374,C0251,2026-07-06,F004,그래놀라,식품,11000,1,0.0,카드,부산,Web,verified
ORD000375,C0040,2026-07-31,L003,정리함,생활,19000,3,0.0,기타,광주,Web,verified
ORD000376,C0276,2026-07-20,E001,키보드,전자기기,49000,2,0.05,카드,경기,Web,verified
ORD000377,C0149,2026-07-10,A002,후드,패션,69000,2,0.0,카드,부산,App,verified
ORD000378,C0156,2026-07-07,L003,정리함,생활,19000,2,0.05,카드,경기,App,verified
ORD000379,C0074,2026-07-20,A001,티셔츠,패션,29000,4,0.1,카드,서울,Web,verified
ORD000380,C0240,2026-07-29,S005,바인더,문구,6500,5,,카드,경기,App,verified
ORD000381,C0047,2026-07-04,A002,후드,패션,69000,2,0.0,카드,경기,App,verified
ORD000382,C0090,2026-07-26,F003,스낵 세트,식품,15000,3,0.0,카드,,App,verified
ORD000383,C0283,2026-07-08,A002,후드,패션,69000,2,0.0,카드,경기,App,verified
ORD000384,C0263,2026-07-21,F004,그래놀라,식품,11000,1,0.0,카드,경기,Web,verified
ORD000385,C0122,2026-07-09,A004,토트백,패션,32000,4,0.1,카카오페이,경기,Web,verified
ORD000386,C0195,2026-07-09,A006,재킷,패션,149000,1,0.2,카드,서울,Web,verified
ORD000387,C0256,2026-07-18,S002,펜,문구,1800,6,0.0,계좌이체,서울,Web,verified
ORD000388,C0271,2026-07-28,F004,그래놀라,식품,11000,5,0.0,카드,경기,Web,verified
ORD000389,C0192,2026-07-15,S006,메모지,문구,2500,4,0.0,카드,부산,Web,verified
ORD000390,C0214,2026-07-13,L006,머그컵,생활,14000,3,0.0,카카오페이,대구,Web,verified
ORD000391,C0271,2026-07-02,L002,데스크 램프,생활,39000,2,0.1,카드,서울,Web,verified
ORD000392,C0054,2026-07-06,F006,견과류,식품,13000,3,0.1,네이버페이,서울,App,verified
ORD000393,C0047,2026-07-17,S003,형광펜,문구,3200,3,0.0,네이버페이,대구,App,verified
ORD000394,C0258,2026-07-23,E004,웹캠,전자기기,89000,5,,카드,서울,Web,verified
ORD000395,C0020,2026-07-30,L006,머그컵,생활,14000,4,0.0,카드,경기,App,verified
ORD000396,C0189,2026-07-30,A001,티셔츠,패션,29000,4,0.1,카드,서울,App,verified
ORD000397,C0033,2026-07-23,F003,스낵 세트,식품,15000,3,0.0,계좌이체,대구,Web,verified
ORD000398,C0039,2026-07-03,S002,펜,문구,1800,6,0.0,카드,경기,App,verified
ORD000399,C0220,2026-07-02,E006,이어폰,전자기기,129000,1,0.0,카드,부산,App,verified
ORD000400,C0277,2026-07-14,S003,형광펜,문구,3200,3,0.0,카드,서울,Web,verified
ORD000401,C0160,2026-07-18,E005,USB 허브,전자기기,39000,5,0.05,카드,경기,Web,verified
ORD000402,C0199,2026-07-17,F004,그래놀라,식품,11000,1,0.15,카드,서울,App,verified
ORD000403,C0048,2026-07-22,L001,텀블러,생활,22000,1,0.0,카드,서울,App,verified
ORD000404,C0112,2026-07-27,A002,후드,패션,69000,2,0.0,계좌이체,서울,App,verified
ORD000405,C0272,2026-07-31,F003,스낵 세트,식품,15000,2,0.0,카드,서울,Web,verified
ORD000406,C0256,2026-07-29,S003,형광펜,문구,3200,3,0.0,카카오페이,서울,Web,verified
ORD000407,C0031,2026-07-29,F004,그래놀라,식품,11000,1,0.0,카카오페이,서울,App,verified
ORD000408,C0112,2026-07-17,E005,USB 허브,전자기기,39000,5,0.05,카드,대구,Web,verified
ORD000409,C0099,2026-07-12,A002,후드,패션,69000,2,0.0,카드,서울,Web,verified
ORD000410,C0161,2026-07-20,A002,후드,패션,69000,2,0.0,네이버페이,서울,App,verified
ORD000411,C0195,2026-07-01,S004,플래너,문구,12000,7,0.0,카카오페이,부산,App,verified
ORD000412,C0159,2026-07-19,E002,마우스,전자기기,29000,3,0.0,카드,경기,Web,verified
ORD000413,C0299,2026-07-14,E004,웹캠,전자기기,89000,5,0.2,카드,광주,Web,verified
ORD000414,C0276,2026-07-12,E006,이어폰,전자기기,129000,6,,네이버페이,서울,Web,verified
ORD000415,C0033,2026-07-03,A001,티셔츠,패션,29000,4,0.1,카드,광주,App,verified
ORD000416,C0149,2026-07-08,L001,텀블러,생활,22000,4,0.0,카드,서울,Web,verified
ORD000417,C0208,2026-07-21,F004,그래놀라,식품,11000,1,0.0,카카오페이,대전,App,verified
ORD000418,C0119,2026-07-24,F001,원두,식품,18000,2,0.0,카드,서울,App,verified
ORD000419,C0123,2026-07-24,S003,형광펜,문구,3200,3,0.0,계좌이체,서울,App,verified
ORD000420,C0203,2026-07-13,F002,티 세트,식품,12000,1,0.05,카카오페이,서울,App,verified
ORD000421,C0235,2026-07-10,A003,캡,패션,25000,5,0.0,카드,경기,App,verified
ORD000422,C0231,2026-07-29,S001,노트,문구,4500,6,0.05,카카오페이,광주,App,verified
ORD000423,C0108,2026-07-08,S006,메모지,문구,2500,4,0.0,카드,서울,Web,verified
ORD000424,C0092,2026-07-12,E001,키보드,전자기기,49000,1,0.0,카드,서울,App,verified
ORD000425,C0259,2026-07-27,L005,쿠션,생활,35000,2,0.0,카드,광주,App,verified
ORD000426,C0223,2026-07-08,L003,정리함,생활,19000,9,0.15,카카오페이,서울,App,verified
ORD000427,C0112,2026-07-06,L006,머그컵,생활,14000,2,0.0,카드,,App,verified
ORD000428,C0090,2026-07-07,F005,초콜릿,식품,8000,1,0.0,카드,경기,App,verified
ORD000429,C0187,2026-07-14,S005,바인더,문구,6500,4,0.0,카드,서울,App,verified
ORD000430,C0219,2026-07-07,E005,USB 허브,전자기기,39000,5,0.05,네이버페이,부산,Web,verified
ORD000431,C0288,2026-07-31,E004,웹캠,전자기기,89000,5,,네이버페이,서울 ,App,verified
ORD000432,C0230,2026-07-08,S001,노트,문구,4500,6,0.05,카드,서울,Web,verified
ORD000433,C0195,2026-07-24,A005,스니커즈,패션,119000,1,0.1,카드,대전,App,verified
ORD000434,C0266,2026-07-19,E006,이어폰,전자기기,129000,1,0.0,기타,경기,App,verified
ORD000435,C0063,2026-07-11,S002,펜,문구,1800,6,0.0,카드,부산,App,verified
ORD000436,C0187,2026-07-05,F003,스낵 세트,식품,15000,3,0.0,네이버페이,경기,App,verified
ORD000437,C0264,2026-07-09,L003,정리함,생활,19000,9,0.15,카드,대전,App,verified
ORD000438,C0186,2026-07-19,A003,캡,패션,25000,1,0.0,네이버페이,부산,Web,verified
ORD000439,C0112,2026-07-15,S004,플래너,문구,12000,7,0.0,카드,대구,App,verified
ORD000440,C0294,2026-07-14,E001,키보드,전자기기,49000,1,0.0,카드,경기,App,verified
ORD000441,C0260,2026-07-27,L006,머그컵,생활,14000,3,0.0,네이버페이,서울,Web,verified
ORD000442,C0188,2026-07-24,S006,메모지,문구,2500,4,0.0,카드,서울,Web,verified
ORD000443,C0003,2026-07-17,F001,원두,식품,18000,2,0.0,카카오페이,서울,App,verified
ORD000444,C0196,2026-07-08,A003,캡,패션,25000,1,0.0,카드,부산,App,verified
ORD000445,C0106,2026-07-22,F001,원두,식품,18000,2,0.0,계좌이체,서울,App,verified
ORD000446,C0199,2026-07-13,S004,플래너,문구,12000,7,0.0,카드,서울,App,verified
ORD000447,C0080,2026-07-24,L004,디퓨저,생활,28000,2,0.15,네이버페이,대전,Web,verified
ORD000448,C0234,2026-07-13,S001,노트,문구,4500,4,0.1,카드,경기,Web,verified
ORD000449,C0246,2026-07-09,L006,머그컵,생활,14000,4,0.0,카카오페이,경기,Web,verified
ORD000450,C0095,2026-07-02,E002,마우스,전자기기,29000,3,0.0,카드,대전,App,verified
ORD000451,C0146,2026-07-26,L003,정리함,생활,19000,5,0.0,카드,광주,Web,verified
ORD000452,C0287,2026-07-06,E006,이어폰,전자기기,129000,1,0.0,카드,서울,App,verified
ORD000453,C0254,2026-07-22,E004,웹캠,전자기기,89000,5,,카드,경기,App,verified
ORD000454,C0137,2026-07-24,F002,티 세트,식품,12000,1,0.0,카카오페이,서울,Web,verified
ORD000455,C0210,2026-07-16,L001,텀블러,생활,22000,4,0.0,카드,대전,Web,verified
ORD000456,C0204,2026-07-15,L003,정리함,생활,19000,6,0.05,계좌이체,서울,Web,verified
ORD000457,C0225,2026-07-08,F001,원두,식품,18000,2,0.0,카드,서울,Web,verified
ORD000458,C0098,2026-07-25,A002,후드,패션,69000,2,0.0,카카오페이,경기,Web,verified
ORD000459,C0006,2026-07-02,A001,티셔츠,패션,29000,4,0.1,카드, 경기 ,App,verified
ORD000460,C0072,2026-07-20,F006,견과류,식품,13000,2,0.05,카카오페이,서울,App,verified
ORD000461,C9001,2026-07-10,F003,스낵 세트,식품,15000,2,0.0,카드,경기,App,verified
ORD000462,C0130,2026-07-20,A005,스니커즈,패션,119000,2,0.0,카카오페이,서울,Web,verified
ORD000463,C0137,2026-07-26,A001,티셔츠,패션,29000,4,0.1,카드,대전,App,verified
ORD000464,C0112,2026-07-18,F003,스낵 세트,식품,15000,2,0.0,카드,경기,App,verified
ORD000465,C0210,2026-07-21,F004,그래놀라,식품,11000,1,0.15,카드,부산,Web,verified
ORD000466,C0219,2026-07-16,E001,키보드,전자기기,49000,1,0.0,카드,대구,App,verified
ORD000467,C0261,2026-07-12,A001,티셔츠,패션,29000,2,0.15,계좌이체,서울,App,verified
ORD000468,C0114,2026-07-16,S003,형광펜,문구,3200,1,0.15,기타,서울,App,verified
ORD000469,C0293,2026-07-13,E005,USB 허브,전자기기,39000,5,0.05,카카오페이,서울,App,verified
ORD000470,C0031,2026-07-20,L003,정리함,생활,19000,9,0.15,기타,부산,App,verified
ORD000471,C0037,2026-07-28,F004,그래놀라,식품,11000,1,0.0,계좌이체,부산,Web,verified
ORD000472,C0105,2026-07-23,F003,스낵 세트,식품,15000,3,0.0,카드,서울,App,verified
ORD000473,C0119,2026-07-06,E002,마우스,전자기기,29000,3,0.0,카카오페이,대전,App,verified
ORD000474,C0014,2026-07-29,S001,노트,문구,4500,1,0.0,카드,부산,App,verified
ORD000475,C0053,2026-07-12,A002,후드,패션,69000,2,0.0,카카오페이,대구,App,verified
ORD000476,C0101,2026-07-20,F006,견과류,식품,13000,3,0.1,카카오페이,대전,App,verified
ORD000477,C0107,2026-07-17,L001,텀블러,생활,22000,6,0.2,카카오페이,서울,App,verified
ORD000478,C0263,2026-07-09,A001,티셔츠,패션,29000,4,0.1,카카오페이,,App,verified
ORD000479,C0204,2026-07-07,E004,웹캠,전자기기,89000,5,0.2,카드,서울,App,verified
ORD000480,C0159,2026-07-25,A002,후드,패션,69000,2,0.0,카드,서울,App,verified
ORD000481,C0277,2026-07-29,A001,티셔츠,패션,29000,4,0.1,기타,광주,App,verified
ORD000482,C0107,2026-07-28,S006,메모지,문구,2500,4,0.0,네이버페이,경기,Web,verified
ORD000483,C0287,2026-07-10,E004,웹캠,전자기기,89000,5,0.2,카드,부산,Web,verified
ORD000484,C0111,2026-07-01,S003,형광펜,문구,3200,3,0.0,카드,경기,App,verified
ORD000485,C0139,2026-07-09,F004,그래놀라,식품,11000,1,0.0,카드,광주,App,verified
ORD000486,C0102,2026-07-01,S001,노트,문구,4500,8,0.0,카드,부산,App,verified
ORD000487,C0185,2026-07-27,E005,USB 허브,전자기기,39000,5,0.05,카드,부산,Web,verified
ORD000488,C0187,2026-07-19,A001,티셔츠,패션,29000,4,0.1,카카오페이,광주,App,verified
ORD000489,C0266,2026-07-27,A006,재킷,패션,149000,1,0.2,카드,서울,Web,verified
ORD000490,C0185,2026-07-13,F004,그래놀라,식품,11000,1,0.0,계좌이체,대전,App,verified
ORD000491,C0279,2026-07-19,F004,그래놀라,식품,11000,5,0.0,카드,서울,Web,verified
ORD000492,C0252,2026-07-19,A001,티셔츠,패션,29000,4,0.1,카드,서울,App,verified
ORD000493,C0220,2026-07-23,L003,정리함,생활,19000,9,0.15,카드,서울,App,verified
ORD000494,C0254,2026-07-04,E004,웹캠,전자기기,89000,5,0.2,계좌이체,광주,Web,verified
ORD000495,C0254,2026-07-09,F001,원두,식품,18000,2,0.0,카드,부산,App,verified
ORD000496,C0097,2026-07-08,S001,노트,문구,4500,8,0.0,카드,경기,App,verified
ORD000497,C0186,2026-07-10,S002,펜,문구,1800,6,0.0,카드,부산,App,verified
ORD000498,C0080,2026-07-10,S004,플래너,문구,12000,7,0.15,네이버페이,서울,App,verified
ORD000499,C0298,2026-07-15,E004,웹캠,전자기기,89000,5,0.2,카카오페이,경기,App,verified
ORD000500,C0296,2026-07-17,E004,웹캠,전자기기,89000,5,0.0,카카오페이,경기,Web,verified
ORD000501,C0296,2026-07-13,A001,티셔츠,패션,29000,4,0.1,카드,서울,Web,verified
ORD000502,C0089,2026-07-26,S004,플래너,문구,12000,7,0.0,카카오페이,서울,App,verified
ORD000503,C0212,2026-07-29,E005,USB 허브,전자기기,39000,5,0.05,네이버페이,광주,Web,verified
ORD000504,C0231,2026-07-03,L002,데스크 램프,생활,39000,2,0.0,카드,대전,Web,verified
ORD000505,C0214,2026-07-07,L001,텀블러,생활,22000,4,0.0,카드,경기,App,verified
ORD000506,C0155,2026-07-07,F005,초콜릿,식품,8000,1,0.0,카드,경기,Web,verified
ORD000507,C0219,2026-07-19,F004,그래놀라,식품,11000,1,0.0,카드,대전,App,verified
ORD000508,C0271,2026-07-11,L003,정리함,생활,19000,9,0.15,카카오페이,경기,Web,verified
ORD000509,C0279,2026-07-01,E005,USB 허브,전자기기,39000,5,0.05,카드,대전,Web,verified
ORD000510,C0040,2026-07-28,S002,펜,문구,1800,1,0.0,카카오페이,광주,App,verified
ORD000511,C0288,2026-07-19,F002,티 세트,식품,12000,3,0.1,카드,서울,App,verified
ORD000512,C0264,2026-07-27,F003,스낵 세트,식품,15000,2,0.0,카드,대전,App,verified
ORD000513,C0010,2026-07-26,S002,펜,문구,1800,6,0.0,카카오페이,경기,App,verified
ORD000514,C0088,2026-07-03,E002,마우스,전자기기,29000,3,0.0,카카오페이,대전,App,verified
ORD000515,C0286,2026-07-24,L004,디퓨저,생활,28000,2,0.15,카드,서울,Web,verified
ORD000516,C0290,2026-07-16,L005,쿠션,생활,35000,2,0.0,카카오페이,부산,Web,verified
ORD000517,C0007,2026-07-19,F003,스낵 세트,식품,15000,3,0.0,카카오페이,광주,App,verified
ORD000518,C0125,2026-07-22,S002,펜,문구,1800,6,0.0,카드,부산,App,verified
ORD000519,C0010,2026-07-02,A003,캡,패션,25000,1,0.0,카카오페이,서울,Web,verified
ORD000520,C0271,2026-07-02,L003,정리함,생활,19000,9,0.15,카카오페이,서울,Web,verified
ORD000521,C0024,2026-07-02,F003,스낵 세트,식품,15000,3,0.0,네이버페이,광주,App,verified
ORD000522,C0199,2026-07-27,E001,키보드,전자기기,49000,2,0.05,카드,서울,App,verified
ORD000523,C0184,2026-07-11,L001,텀블러,생활,22000,4,0.0,네이버페이,경기,Web,verified
ORD000524,C0192,2026-07-14,L006,머그컵,생활,14000,4,0.0,네이버페이,대구,App,verified
ORD000525,C0023,2026-07-13,A004,토트백,패션,32000,5,0.0,계좌이체,경기,Web,verified
ORD000526,C0284,2026-07-06,L001,텀블러,생활,22000,4,0.0,카카오페이,서울,App,verified
ORD000527,C0137,2026-07-09,S001,노트,문구,4500,3,0.2,카드,대구,App,verified
ORD000528,C0265,2026-07-07,F002,티 세트,식품,12000,3,0.1,네이버페이,광주,App,verified
ORD000529,C0031,2026-07-03,A003,캡,패션,25000,1,0.0,카드,대전,Web,verified
ORD000530,C0038,2026-07-24,E005,USB 허브,전자기기,39000,5,0.05,카드,대전,Web,verified
ORD000531,C0141,2026-07-24,A002,후드,패션,69000,2,0.0,카드,대구,App,verified
ORD000532,C0061,2026-07-24,L001,텀블러,생활,22000,1,0.0,카카오페이,부산,Web,verified
ORD000533,C0117,2026-07-16,F006,견과류,식품,13000,3,0.1,카드,부산,Web,verified
ORD000534,C0210,2026-07-31,L001,텀블러,생활,22000,1,0.0,네이버페이,대구,App,verified
ORD000535,C0210,2026-07-20,F004,그래놀라,식품,11000,5,0.0,카드,서울,Web,verified
ORD000536,C0226,2026-07-07,S003,형광펜,문구,3200,3,0.0,카드,서울,Web,verified
ORD000537,C0254,2026-07-23,S001,노트,문구,4500,6,0.05,카드,대구,App,verified
ORD000538,C0274,2026-07-30,A001,티셔츠,패션,29000,4,0.1,카카오페이,광주,Web,verified
ORD000539,C0190,2026-07-28,S002,펜,문구,1800,3,0.05,기타,대구,App,verified
ORD000540,C0064,2026-07-24,S006,메모지,문구,2500,4,0.0,카드,부산,App,verified
ORD000541,C0117,2026-07-17,L006,머그컵,생활,14000,4,0.0,카카오페이,서울 ,Web,verified
ORD000542,C0063,2026-07-06,F001,원두,식품,18000,2,0.0,카드,서울,App,verified
ORD000543,C0082,2026-07-13,S002,펜,문구,1800,1,0.2,카드,부산,App,verified
ORD000544,C0119,2026-07-16,F001,원두,식품,18000,2,0.0,네이버페이,서울,App,verified
ORD000545,C0077,2026-07-20,A005,스니커즈,패션,119000,1,0.1,카드,서울,Web,verified
ORD000546,C0247,2026-07-12,S001,노트,문구,4500,3,0.2,카드,경기,App,verified
ORD000547,C0086,2026-07-29,A005,스니커즈,패션,119000,1,0.1,카드,대전,Web,verified
ORD000548,C0034,2026-07-21,L006,머그컵,생활,14000,4,0.0,네이버페이,경기,App,verified
ORD000549,C0149,2026-07-30,S002,펜,문구,1800,1,0.0,카카오페이,경기,App,verified
ORD000550,C0138,2026-07-10,S004,플래너,문구,12000,7,0.0,카드,서울,App,verified
ORD000551,C0262,2026-07-13,S003,형광펜,문구,3200,3,0.0,카카오페이,대전,App,verified
ORD000552,C0014,2026-07-29,L002,데스크 램프,생활,39000,2,0.0,네이버페이,서울,Web,verified
ORD000553,C0078,2026-07-15,F002,티 세트,식품,12000,1,0.0,네이버페이,경기,App,verified
ORD000554,C0138,2026-07-08,S006,메모지,문구,2500,4,0.0,카카오페이,경기,Web,verified
ORD000555,C0194,2026-07-04,S004,플래너,문구,12000,7,0.15,카드,서울,Web,verified
ORD000556,C0195,2026-07-15,L006,머그컵,생활,14000,4,0.0,기타,경기,Web,verified
ORD000557,C0192,2026-07-10,S001,노트,문구,4500,8,0.0,카드,서울,App,verified
ORD000558,C0290,2026-07-02,F003,스낵 세트,식품,15000,2,0.0,카드,경기,App,verified
ORD000559,C0091,2026-07-28,L002,데스크 램프,생활,39000,2,0.0,카카오페이,부산,App,verified
ORD000560,C0222,2026-07-08,A006,재킷,패션,149000,1,0.2,카드,서울,App,verified
