sale_id,buyer_id,sold_at,item_id,item,item_group,unit_price,units,coupon_rate,store,payment,record_status
SALE000251,B0098,2026/08/04,US05,파일 홀더,STATIONERY,9000,1,0.05,Store C,KakaoPay,verified
SALE000252,B0152,2026/08/06,UF05,쿠키 박스,FOOD,22000,2,0.05,Store B,Bank Transfer,verified
SALE000253,B0071,2026/08/01,UF01,드립백 커피,FOOD,18000,3,0.1,Store A,Bank Transfer,verified
SALE000254,B0043,2026/08/05,US03,위클리 플래너,STATIONERY,15000,3,0.0,Store C,Card,verified
SALE000255,B0078,2026/08/08,UF04,허브티 세트,FOOD,10000,1,0.0,Store C,Card,verified
SALE000256,B0055,2026/08/08,US05,파일 홀더,STATIONERY,9000,2,0.1,Store A,Card,verified
SALE000257,B0156,2026/08/10,UA02,후드 집업,FASHION,69000,1,0.15,Store A,Card,verified
SALE000258,B0101,2026/08/06,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store C,Bank Transfer,verified
SALE000259,B0172,2026/08/10,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store A,Card,verified
SALE000260,B0009,2026/08/07,UT02,버티컬 마우스,Tech,49000,1,0.0,Store A,KakaoPay,verified
SALE000261,B0002,2026/08/06,UF03,견과 믹스,FOOD,15000,2,0.05,Store A,Bank Transfer,verified
SALE000262,B0095,2026/08/08,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store A,Other,verified
SALE000263,B0112,2026/08/01,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store B,Card,verified
SALE000264,B0126,2026/08/10,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Other,verified
SALE000265,B0069,2026/08/01,UF04,허브티 세트,FOOD,10000,1,0.0,Store B,Other,verified
SALE000266,B0135,2026/08/09,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,KakaoPay,verified
SALE000267,B0050,2026/08/05,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,Bank Transfer,verified
SALE000268,B0079,2026/08/05,US03,위클리 플래너,STATIONERY,15000,1,0.0,Store A,Card,verified
SALE000269,B0073,2026/08/03,UF04,허브티 세트,FOOD,10000,1,0.0,Store A,Bank Transfer,verified
SALE000270,B0095,2026/08/08,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store C,Bank Transfer,verified
SALE000271,B0178,2026/08/09,UA01,코튼 티셔츠,FASHION,32000,2,0.15,Store B,Card,verified
SALE000272,B0140,2026/08/04,UA02,후드 집업,FASHION,69000,1,0.15,Store A,Other,verified
SALE000273,B0104,2026/08/07,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,Card,verified
SALE000274,B0160,2026/08/03,UT04,USB-C 허브,TECH,55000,1,0.0,Store A,Card,verified
SALE000275,B0066,2026/08/09,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store C,Card,verified
SALE000276,B0044,2026/08/04,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store B,Card,verified
SALE000277,B0013,2026/08/05,US05,파일 홀더,STATIONERY,9000,2,0.1,Store A,Other,verified
SALE000278,B0057,2026/08/02,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store C,Bank Transfer,verified
SALE000279,B0138,2026/08/09,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Other,verified
SALE000280,B0175,2026/08/10,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Card,verified
SALE000281,B0177,2026/08/06,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,KakaoPay,verified
SALE000282,B0005,2026/08/05,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000283,B0130,2026/08/04,UF03,견과 믹스,FOOD,15000,1,0.0,Store B,Card,verified
SALE000284,B0174,2026/08/07,UA05,데일리 스니커즈,FASHION,119000,4,0.05,Store A,Card,verified
SALE000285,B0017,2026/08/04,UL01,무드등,LIFESTYLE,39000,3,0.1,Store A,KakaoPay,verified
SALE000286,B0139,2026/08/10,UA02,후드 집업,FASHION,69000,1,0.15,Store A,KakaoPay,verified
SALE000287,B0060,2026/08/07,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store A,Card,verified
SALE000288,B0080,2026/08/09,UT03,FHD 웹캠,TECH,89000,1,0.05,Store A,Card,verified
SALE000289,B0162,2026/08/09,UA04,볼캡,FASHION,26000,2,0.1,Store A,KakaoPay,verified
SALE000290,B0105,2026/08/10,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,KakaoPay,verified
SALE000291,B0070,2026/08/02,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store C,Card,verified
SALE000292,B0007,2026/08/10,UT04,USB-C 허브,TECH,55000,1,,Store A,Other,verified
SALE000293,B0046,2026/08/03,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Bank Transfer,verified
SALE000294,B0008,2026/08/07,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,Bank Transfer,verified
SALE000295,B0039,2026/08/10,UF04,허브티 세트,FOOD,10000,1,0.0,Store C,Card,verified
SALE000296,B0035,2026/08/05,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store A,Bank Transfer,verified
SALE000297,B0053,2026/08/10,UT04,USB-C 허브,TECH,55000,1,0.1,Store C,Card,verified
SALE000298,B0024,2026/08/04,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store C,Card,verified
SALE000299,B0028,2026/08/03,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store B,Bank Transfer,verified
SALE000300,B0139,2026/08/07,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store B,KakaoPay,verified
SALE000301,B0072,2026/08/01,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store C,Bank Transfer,verified
SALE000302,B0028,2026/08/05,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store C,Bank Transfer,verified
SALE000303,B0127,2026/08/07,UA01,코튼 티셔츠,FASHION,32000,2,0.15,Store A,Bank Transfer,verified
SALE000304,B0062,2026/08/03,UF02,그래놀라 팩,FOOD,12000,6,0.0,Store A,Card,verified
SALE000305,B0015,2026/08/08,UF01,드립백 커피,FOOD,18000,2,0.05,Store C,Card,verified
SALE000306,B0169,2026/08/03,UT03,FHD 웹캠,TECH,89000,1,0.05,Store C,Card,verified
SALE000307,B0178,2026/08/04,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Card,verified
SALE000308,B0117,2026/08/07,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store C,Card,verified
SALE000309,B0131,2026/08/04,UA04,볼캡,FASHION,26000,2,0.1,Store A,Card,verified
SALE000310,B0073,2026/08/09,UF04,허브티 세트,FOOD,10000,1,0.0,Store B,KakaoPay,verified
SALE000311,B0099,2026/08/01,UT01,무선 키보드,TECH,59000,1,0.0,Store C,Card,verified
SALE000312,B0044,2026/08/07,UF05,쿠키 박스,FOOD,22000,4,0.0,Store C,Other,verified
SALE000313,B0018,2026/08/05,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Other,verified
SALE000314,B0013,2026/08/02,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,KakaoPay,verified
SALE000315,B0166,2026/08/08,UL01,무드등,LIFESTYLE,39000,3,0.0,Store C,KakaoPay,verified
SALE000316,B0014,2026/08/08,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store B,Card,verified
SALE000317,B0136,2026/08/07,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store A,KakaoPay,verified
SALE000318,B0092,2026/08/04,UF01,드립백 커피,FOOD,18000,1,0.2,Store A,Other,verified
SALE000319,B0126,2026/08/01,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,Card,verified
SALE000320,B0038,2026/08/01,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,Card,verified
SALE000321,B0104,2026/08/04,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store C,Card,verified
SALE000322,B0069,2026/08/09,UF04,허브티 세트,FOOD,10000,1,0.0,Store A,Card,verified
SALE000323,B0165,2026/08/01,UL04,수납 바구니,LIFESTYLE,18000,1,0.0,Store B,Card,verified
SALE000324,B0027,2026/08/01,UF03,견과 믹스,FOOD,15000,1,0.05,Store B,KakaoPay,verified
SALE000325,B0097,2026/08/02,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,Card,verified
SALE000326,B0123,2026/08/08,UF05,쿠키 박스,FOOD,22000,4,0.0,Store C,Bank Transfer,verified
SALE000327,B0034,2026/08/04,UT01,무선 키보드,TECH,59000,1,0.0,Store A,Card,verified
SALE000328,B0159,2026/08/03,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store A,Card,verified
SALE000329,B0096,2026/08/08,UF01,드립백 커피,FOOD,18000,1,0.05,Store A,Card,verified
SALE000330,B0065,2026/08/01,UL05,소파 쿠션,LIFESTYLE,35000,1,0.0,Store C,Other,verified
SALE000331,B0052,2026/08/03,UF01,드립백 커피,FOOD,18000,2,0.05,Store B,Other,verified
SALE000332,B0081,2026/08/10,UT01,무선 키보드,TECH,59000,1,0.0,Store A,Bank Transfer,verified
SALE000333,B0158,2026/08/08,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Bank Transfer,verified
SALE000334,B0065,2026/08/02,US05,파일 홀더,STATIONERY,9000,2,0.1,Store C,Card,verified
SALE000335,B0142,2026/08/06,UT03,FHD 웹캠,TECH,89000,1,0.05,Store C,Card,verified
SALE000336,B0123,2026/08/10,US03,위클리 플래너,STATIONERY,15000,4,0.0,Store A,Card,verified
SALE000337,B0152,2026/08/10,UT03,FHD 웹캠,TECH,89000,1,0.05,Store A,KakaoPay,verified
SALE000338,B0153,2026/08/06,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000339,B0159,2026/08/04,UT03,FHD 웹캠,Tech,89000,6,0.1,Store B,Card,verified
SALE000340,B0120,2026/08/04,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store C,Other,verified
SALE000341,B0160,2026/08/09,UT01,무선 키보드,TECH,59000,1,0.0,Store B,KakaoPay,verified
SALE000342,B0032,2026/08/03,UT02,버티컬 마우스,TECH,49000,1,0.0,Store B,KakaoPay,verified
SALE000343,B0176,2026/08/03,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store C,Card,verified
SALE000344,B0097,2026/08/08,UT02,버티컬 마우스,TECH,49000,1,0.0,Store C,Card,verified
SALE000345,B0001,2026/08/10,UF05,쿠키 박스,FOOD,22000,2,0.05,Store A,Card,verified
SALE000346,B0144,2026/08/08,US03,위클리 플래너,STATIONERY,15000,3,0.0,Store B,Card,verified
SALE000347,B0113,2026/08/03,UF04,허브티 세트,FOOD,10000,1,0.0,Store A,Card,verified
SALE000348,B0017,2026/08/08,UF01,드립백 커피,FOOD,18000,2,0.05,Store B,KakaoPay,verified
SALE000349,B0074,2026/08/01,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,Other,verified
SALE000350,B0055,2026/08/08,UF05,쿠키 박스,FOOD,22000,3,0.05,Store C,Card,verified
SALE000351,B0068,2026/08/09,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store A,Other,verified
SALE000352,B0169,2026/08/02,UL01,무드등,LIFESTYLE,39000,3,0.0,Store C,Bank Transfer,verified
SALE000353,B0175,2026/08/09,US03,위클리 플래너,Stationery,15000,4,0.0,Store B,Card,verified
SALE000354,B0042,2026/08/01,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Other,verified
SALE000355,B0078,2026/08/01,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store A,KakaoPay,verified
SALE000356,B0076,2026/08/03,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store A,KakaoPay,verified
SALE000357,B0011,2026/08/08,UL04,수납 바구니,Lifestyle,18000,2,0.0,Store A,KakaoPay,verified
SALE000358,B0013,2026/08/04,UA03,캔버스 에코백,FASHION,28000,1,0.15,Store A,KakaoPay,verified
SALE000359,B0025,2026/08/08,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store A,Card,verified
SALE000360,B0025,2026/08/01,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store C,Card,verified
SALE000361,B0077,2026/08/05,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store A,Bank Transfer,verified
SALE000362,B0171,2026/08/04,UA04,볼캡,FASHION,26000,2,0.1,Store A,Card,verified
SALE000363,B0091,2026/08/09,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store A,Card,verified
SALE000364,B0134,2026/08/06,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store C,Card,verified
SALE000365,B0161,2026/08/04,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store C,Card,verified
SALE000366,B0059,2026/08/01,UF03,견과 믹스,FOOD,15000,1,0.05,Store C,KakaoPay,verified
SALE000367,B0032,2026/08/08,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store C,KakaoPay,verified
SALE000368,B0010,2026/08/09,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store B,Bank Transfer,verified
SALE000369,B0137,2026/08/07,UF04,허브티 세트,FOOD,10000,1,0.0,Store B,Card,verified
SALE000370,B0130,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Bank Transfer,verified
SALE000371,B0145,2026/08/04,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store C,Bank Transfer,verified
SALE000372,B0093,2026/08/08,US05,파일 홀더,STATIONERY,9000,2,0.1,Store C,KakaoPay,verified
SALE000373,B0128,2026/08/03,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,Bank Transfer,verified
SALE000374,B0141,2026/08/08,UF05,쿠키 박스,FOOD,22000,3,0.05,Store A,Bank Transfer,verified
SALE000375,B0034,2026/08/07,US03,위클리 플래너,STATIONERY,15000,4,0.0,Store B,Card,verified
SALE000376,B0177,2026/08/06,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store C,KakaoPay,verified
SALE000377,B0102,2026/08/09,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store C,Bank Transfer,verified
SALE000378,B0041,2026/08/06,UL02,보온 텀블러,LIFESTYLE,24000,1,0.1,Store A,Card,verified
SALE000379,B0171,2026/08/06,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store C,Other,verified
SALE000380,B0153,2026/08/05,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000381,B0109,2026/08/01,US05,파일 홀더,STATIONERY,9000,3,0.0,Store C,Card,verified
SALE000382,B0038,2026/08/10,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Card,verified
SALE000383,B0136,2026/08/03,UF04,허브티 세트,food,10000,1,0.0,Store B,Card,verified
SALE000384,B0115,2026/08/04,UL04,수납 바구니,LIFESTYLE,18000,1,0.0,Store C,KakaoPay,verified
SALE000385,B0028,2026/08/02,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store A,KakaoPay,verified
SALE000386,B0167,2026/08/09,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Other,verified
SALE000387,B0172,2026/08/10,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,Card,verified
SALE000388,B0142,2026/08/08,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store B,KakaoPay,verified
SALE000389,B9003,2026/08/01,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store C,Card,verified
SALE000390,B0023,2026/08/08,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000391,B0056,2026/08/10,UA01,코튼 티셔츠,FASHION,32000,2,0.15,Store A,KakaoPay,verified
SALE000392,B0033,2026/08/01,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,KakaoPay,verified
SALE000393,B0056,2026/08/02,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store A,Card,verified
SALE000394,B0112,2026/08/08,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Bank Transfer,verified
SALE000395,B0005,2026/08/05,UF02,그래놀라 팩,Food,12000,1,0.0,Store A,Card,verified
SALE000396,B0016,2026/08/01,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store A,Card,verified
SALE000397,B0001,2026/08/03,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store B,Other,verified
SALE000398,B0036,2026/08/06,UA04,볼캡,FASHION,26000,2,0.1,Store A,KakaoPay,verified
SALE000399,B0099,2026/08/08,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store B,Bank Transfer,verified
SALE000400,B0164,2026/08/03,UT03,FHD 웹캠,TECH,89000,6,0.1,Store B,Card,verified
SALE000401,B0006,2026/08/02,UT02,버티컬 마우스,TECH,49000,1,0.0,Store A,Card,verified
SALE000402,B0023,2026/08/09,UF01,드립백 커피,FOOD,18000,3,0.1,Store B,KakaoPay,verified
SALE000403,B0141,2026/08/07,UA04,볼캡,FASHION,26000,2,0.1,Store A,Other,verified
SALE000404,B0108,2026/08/09,US01,하드커버 노트,STATIONERY,8000,1,0.2,Store C,Bank Transfer,verified
SALE000405,B0157,2026/08/06,UL01,무드등,LIFESTYLE,39000,3,0.0,Store B,Card,verified
SALE000406,B0175,2026/08/07,UA05,데일리 스니커즈,FASHION,119000,5,0.05,Store B,Bank Transfer,verified
SALE000407,B0029,2026/08/06,UT01,무선 키보드,TECH,59000,1,0.0,Store C,Card,verified
SALE000408,B0030,2026/08/05,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Card,verified
SALE000409,B0136,2026/08/06,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store C,Card,verified
SALE000410,B0129,2026/08/04,US03,위클리 플래너,STATIONERY,15000,3,0.0,Store C,Card,verified
SALE000411,B0077,2026/08/01,UT03,FHD 웹캠,TECH,89000,1,0.05,Store B,Other,verified
SALE000412,B0014,2026/08/02,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store A,Bank Transfer,verified
SALE000413,B0145,2026/08/08,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store B,Bank Transfer,verified
SALE000414,B0142,2026/08/01,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store A,KakaoPay,verified
SALE000415,B0035,2026/08/10,UF03,견과 믹스,FOOD,15000,2,0.05,Store C,Card,verified
SALE000416,B0059,2026/08/07,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store C,KakaoPay,verified
SALE000417,B0054,2026/08/05,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000418,B0023,2026/08/10,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,Bank Transfer,verified
SALE000419,B0071,2026/08/08,UF05,쿠키 박스,FOOD,22000,2,0.05,Store B,Other,verified
SALE000420,B0047,2026/08/04,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,KakaoPay,verified
SALE000421,B0081,2026/08/10,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store B,Other,verified
SALE000422,B0051,2026/08/04,UA04,볼캡,fashion,26000,2,0.1,Store A,Card,verified
SALE000423,B0096,2026/08/02,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,KakaoPay,verified
SALE000424,B0172,2026/08/02,UT03,FHD 웹캠,TECH,89000,6,0.1,Store B,Bank Transfer,verified
SALE000425,B0120,2026/08/05,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store B,Card,verified
SALE000426,B0004,2026/08/02,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store A,Card,verified
SALE000427,B0105,2026/08/02,UF04,허브티 세트,FOOD,10000,5,0.0,Store C,Bank Transfer,verified
SALE000428,B0118,2026/08/08,UF05,쿠키 박스,FOOD,22000,2,0.05,Store C,Card,verified
SALE000429,B0141,2026/08/02,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,Card,verified
SALE000430,B0036,2026/08/08,UF01,드립백 커피,FOOD,18000,3,0.1,Store B,Other,verified
SALE000431,B0168,2026/08/04,UF04,허브티 세트,FOOD,10000,1,0.0,Store B,Bank Transfer,verified
SALE000432,B0138,2026/08/05,UT02,버티컬 마우스,TECH,49000,1,0.0,Store B,Card,verified
SALE000433,B0144,2026/08/07,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Other,verified
SALE000434,B0027,2026/08/06,UL04,수납 바구니,LIFESTYLE,18000,1,0.0,Store A,Bank Transfer,verified
SALE000435,B0157,2026/08/01,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store A,Card,verified
SALE000436,B0026,2026/08/01,UA04,볼캡,FASHION,26000,2,0.1,Store A,Other,verified
SALE000437,B0167,2026/08/08,UT04,USB-C 허브,tech,55000,1,0.0,Store A,Card,verified
SALE000438,B0063,2026/08/07,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,Other,verified
SALE000439,B0176,2026/08/06,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000440,B0166,2026/08/04,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Card,verified
SALE000441,B0153,2026/08/07,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,KakaoPay,verified
SALE000442,B0162,2026/08/10,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store C,Bank Transfer,verified
SALE000443,B0135,2026/08/04,UT01,무선 키보드,TECH,59000,1,0.0,Store B,Card,verified
SALE000444,B0122,2026/08/10,UA03,캔버스 에코백,Fashion,28000,1,0.05,Store A,Bank Transfer,verified
SALE000445,B0039,2026/08/03,UF05,쿠키 박스,FOOD,22000,2,0.05,Store A,KakaoPay,verified
SALE000446,B0103,2026/08/07,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,Card,verified
SALE000447,B0177,2026/08/06,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store C,KakaoPay,verified
SALE000448,B0106,2026/08/07,UA02,후드 집업,FASHION,69000,1,0.15,Store A,Bank Transfer,verified
SALE000449,B0174,2026/08/08,UL05,소파 쿠션,LIFESTYLE,35000,2,0.0,Store C,Card,verified
SALE000450,B0091,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Card,verified
SALE000451,B0021,2026/08/03,UA04,볼캡,FASHION,26000,2,0.1,Store C,Card,verified
SALE000452,B0082,2026/08/03,UF01,드립백 커피,FOOD,18000,3,0.1,Store B,KakaoPay,verified
SALE000453,B0174,2026/08/09,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store A,Card,verified
SALE000454,B0080,2026/08/05,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,Card,verified
SALE000455,B9001,2026/08/06,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,Card,verified
SALE000456,B0108,2026/08/07,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store A,Card,verified
SALE000457,B0126,2026/08/10,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000458,B0063,2026/08/09,UF01,드립백 커피,FOOD,18000,1,0.2,Store A,Other,verified
SALE000459,B0154,2026/08/04,UA01,코튼 티셔츠,FASHION,32000,2,0.15,Store A,KakaoPay,verified
SALE000460,B0047,2026/08/07,UF05,쿠키 박스,FOOD,22000,4,0.0,Store B,Other,verified
SALE000461,B0024,2026/08/07,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store A,KakaoPay,verified
SALE000462,B0120,2026/08/07,US05,파일 홀더,STATIONERY,9000,5,0.1,Store A,KakaoPay,verified
SALE000463,B0048,2026/08/05,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store C,Card,verified
SALE000464,B0022,2026/08/06,UT02,버티컬 마우스,TECH,49000,1,0.0,Store B,Card,verified
SALE000465,B0054,2026/08/04,UL02,보온 텀블러,LIFESTYLE,24000,4,,Store A,Bank Transfer,verified
SALE000466,B0064,2026/08/04,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store C,Card,verified
SALE000467,B0006,2026/08/01,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,Card,verified
SALE000468,B0052,2026/08/02,UA02,후드 집업,FASHION,69000,1,0.15,Store A,Card,verified
SALE000469,B9002,2026/08/06,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store C,Other,verified
SALE000470,B0048,2026/08/07,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store C,Card,verified
SALE000471,B0108,2026/08/03,UT03,FHD 웹캠,TECH,89000,1,0.05,Store B,Card,verified
SALE000472,B0073,2026/08/06,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store B,Other,verified
SALE000473,B0037,2026/08/05,UF04,허브티 세트,FOOD,10000,1,0.0,Store A,Card,verified
SALE000474,B0104,2026/08/06,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store B,Card,verified
SALE000475,B0028,2026/08/05,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000476,B0166,2026/08/07,US05,파일 홀더,STATIONERY,9000,3,0.0,Store C,KakaoPay,verified
SALE000477,B0046,2026/08/06,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store A,Card,verified
SALE000478,B0098,2026/08/10,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store C,Card,verified
SALE000479,B0103,2026/08/05,UA02,후드 집업,fashion,69000,1,0.15,Store B,KakaoPay,verified
SALE000480,B0131,2026/08/09,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store B,Card,verified
SALE000481,B0078,2026/08/04,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store A,KakaoPay,verified
SALE000482,B0064,2026/08/08,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store B,Card,verified
SALE000483,B0048,2026/08/04,UF03,견과 믹스,FOOD,15000,1,0.1,Store A,Other,verified
SALE000484,B0132,2026/08/09,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Card,verified
SALE000485,B0155,2026/08/08,UT03,FHD 웹캠,TECH,89000,6,0.1,Store B,Bank Transfer,verified
SALE000486,B0004,2026/08/06,UF04,허브티 세트,FOOD,10000,1,0.0,Store B,Card,verified
SALE000487,B0025,2026/08/10,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store C,Card,verified
SALE000488,B0124,2026/08/08,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,KakaoPay,verified
SALE000489,B0157,2026/08/04,UL05,소파 쿠션,LIFESTYLE,35000,4,,Store B,Other,verified
SALE000490,B0019,2026/08/10,US05,파일 홀더,STATIONERY,9000,2,0.1,Store C,Card,verified
SALE000491,B0164,2026/08/07,US03,위클리 플래너,STATIONERY,15000,3,0.0,Store A,Other,verified
SALE000492,B0077,2026/08/05,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store B,KakaoPay,verified
SALE000493,B0171,2026/08/05,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store B,Card,verified
SALE000494,B0134,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Bank Transfer,verified
SALE000495,B0091,2026/08/10,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store A,Card,verified
SALE000496,B0143,2026/08/09,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,Other,verified
SALE000497,B0122,2026/08/02,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store C,Card,verified
SALE000498,B0137,2026/08/09,UF01,드립백 커피,FOOD,18000,3,0.1,Store B,Bank Transfer,verified
SALE000499,B0125,2026/08/02,UF01,드립백 커피,FOOD,18000,3,0.1,Store A,KakaoPay,verified
SALE000500,B0016,2026/08/07,UF05,쿠키 박스,FOOD,22000,2,0.05,Store C,Other,verified
SALE000501,B0109,2026/08/02,US02,젤펜 세트,stationery,7000,2,0.0,Store A,Other,verified
